,COMPANY,ADDRESS,CITY,ZIP CODE,COUNTY,Phone,Email,Authorization Status,License Number,Full Address,Latitude,Longitude
21,Ayr Cannabis Dispensary,15443 US Hwy 441,Eustis,32726,Lake,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"15443 US Hwy 441, Eustis, FL 32726",28.822091393939395,-81.70130778787879
22,Ayr Cannabis Dispensary,9304 US Hwy 19 N,Port Richey,34668,Pasco,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"9304 US Hwy 19 N, Port Richey, FL 34668",28.292199,-82.709389
23,Ayr Cannabis Dispensary,2146 W 9 Mile Road,Pensacola,32534,Escambia,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"2146 W 9 Mile Road, Pensacola, FL 32534",30.5069249,-87.2646743
24,Ayr Cannabis Dispensary,1865 Woolbright Road,Boynton Beach,33426,Palm Beach,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"1865 Woolbright Road, Boynton Beach, FL 33426",26.513749613697694,-80.08087767823766
25,Ayr Cannabis Dispensary,4920 E Silver Springs Boulevard,Ocala,34470,Marion,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"4920 E Silver Springs Boulevard, Ocala, FL 34470",29.208389697609505,-82.07022605114356
26,Ayr Cannabis Dispensary,2119-A Hollywood Boulevard,Hollywood,33020,Broward,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"2119-A Hollywood Boulevard, Hollywood, FL 33020",26.01137,-80.149631
27,Ayr Cannabis Dispensary,2356 Commercial Way Service Road,Spring Hill,34606,Hernando,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"2356 Commercial Way Service Road, Spring Hill, FL 34606",28.472509,-82.495497
28,Ayr Cannabis Dispensary,826 Duval Street,Key West,33040,Monroe,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"826 Duval Street, Key West, FL 33040",24.552590426402567,-81.80047854579688
29,Ayr Cannabis Dispensary,33497 S Dixie Highway,Florida City,33034,Miami-Dade,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"33497 S Dixie Highway, Florida City, FL 33034",25.4574866,-80.4745094
30,Ayr Cannabis Dispensary,421 Mary Esther Boulevard,Mary Esther,32569,Okaloosa,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"421 Mary Esther Boulevard, Mary Esther, FL 32569",30.418327923845382,-86.6531593014964
31,Ayr Cannabis Dispensary,135 US Hwy 27 N,Sebring,33870,Highlands,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"135 US Hwy 27 N, Sebring, FL 33870",27.4875781,-81.4817252
32,Ayr Cannabis Dispensary,4805 Babcock Street NE,Palm Bay,32905,Brevard,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"4805 Babcock Street NE, Palm Bay, FL 32905",28.03005,-80.62178
33,Ayr Cannabis Dispensary,5053 Turnpike Feeder Road,Fort Pierce,34951,St. Lucie,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"5053 Turnpike Feeder Road, Fort Pierce, FL 34951",27.526027005118692,-80.39648803506775
34,Ayr Cannabis Dispensary,4656 Tamiami Trail,Port Charlotte,33980,Charlotte,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"4656 Tamiami Trail, Port Charlotte, FL 33980",26.960810398833374,-82.06931288123859
35,Ayr Cannabis Dispensary,8951 Daniels Parkway,Fort Myers,33912,Lee,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"8951 Daniels Parkway, Fort Myers, FL 33912",26.547836,-81.806811
36,Ayr Cannabis Dispensary,1720 W US Hwy 90,Lake City,32055,Columbia,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"1720 W US Hwy 90, Lake City, FL 32055",30.180728436364465,-82.66109933307878
37,Ayr Cannabis Dispensary,2198 A1A S,St. Augustine Beach,32080,St. Johns,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"2198 A1A S, St. Augustine Beach, FL 32080",29.855824,-81.279728
38,Ayr Cannabis Dispensary,1222 S 3rd Street,Jacksonville Beach,32250,Duval,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"1222 S 3rd Street, Jacksonville Beach, FL 32250",30.276436,-81.390018
39,Ayr Cannabis Dispensary,3323 SE Federal Highway,Stuart,32997,Martin,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"3323 SE Federal Highway, Stuart, FL 32997",27.16276535121053,-80.22489571346895
40,Ayr Cannabis Dispensary,1540 Palm Beach Lakes Boulevard,West Palm Beach,33401,Palm Beach,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"1540 Palm Beach Lakes Boulevard, West Palm Beach, FL 33401",26.724892285714287,-80.07621873469388
41,Ayr Cannabis Dispensary,6990 Florida Avenue S,Lakeland,33813,Polk,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"6990 Florida Avenue S, Lakeland, FL 33813",27.938856,-81.973228
42,Ayr Cannabis Dispensary,1475 Cortez Road,Bradenton,34207,Manatee,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"1475 Cortez Road, Bradenton, FL 34207",27.46226,-82.57631
43,Ayr Cannabis Dispensary,9815 S Orange Blossom Trail,Orlando,32837,Orange,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"9815 S Orange Blossom Trail, Orlando, FL 32837",28.41369438790832,-81.404836
44,Ayr Cannabis Dispensary,2067 Siesta Drive,Sarasota,34239,Sarasota,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"2067 Siesta Drive, Sarasota, FL 34239",27.302932595141893,-82.52846926489838
45,Ayr Cannabis Dispensary,2814 W Martin Luther King Jr. Boulevard,Tampa,33607,Hillsborough,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"2814 W Martin Luther King Jr. Boulevard, Tampa, FL 33607",27.981103,-82.490343
46,Ayr Cannabis Dispensary,7152 N Davis Highway,Pensacola,32504,Escambia,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"7152 N Davis Highway, Pensacola, FL 32504",30.49894575,-87.2210549739672
47,Ayr Cannabis Dispensary,809 Harrison Avenue,Panama City,32401,Bay,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"809 Harrison Avenue, Panama City, FL 32401",30.162704918367346,-85.66040436734693
48,Ayr Cannabis Dispensary,9912 Glades Road,Boca Raton,33434,Palm Beach,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"9912 Glades Road, Boca Raton, FL 33434",26.367975,-80.19449390969899
49,Ayr Cannabis Dispensary,635 W Tennessee Street,Tallahassee,32304,Leon,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"635 W Tennessee Street, Tallahassee, FL 32304",30.444605653061224,-84.29153940816327
50,Ayr Cannabis Dispensary,1321 SE 47th Terrace,Cape Coral,33904,Lee,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"1321 SE 47th Terrace, Cape Coral, FL 33904",26.563792236240488,-81.94822987224286
51,Ayr Cannabis Dispensary,24611 Production Circle,Bonita Springs,34135,Lee,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"24611 Production Circle, Bonita Springs, FL 34135",26.382451,-81.8069
52,Ayr Cannabis Dispensary,12 SW 2nd Street,Gainesville,32601,Alachua,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"12 SW 2nd Street, Gainesville, FL 32601",29.65172989018498,-82.32668289610427
53,Ayr Cannabis Dispensary,1907 Wells Road,Orange Park,32073,Clay,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"1907 Wells Road, Orange Park, FL 32073",30.187144,-81.734989
54,Ayr Cannabis Dispensary,10755 Biscayne Boulevard,Miami,33161,Miami-Dade,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"10755 Biscayne Boulevard, Miami, FL 33161",25.8743694,-80.170378
55,Ayr Cannabis Dispensary,6827 SW 40th Street,Miami,33155,Miami-Dade,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"6827 SW 40th Street, Miami, FL 33155",25.733417653061224,-80.30534081632652
56,Ayr Cannabis Dispensary,31487 US Hwy 19 N,Palm Harbor,34684,Pinellas,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"31487 US Hwy 19 N, Palm Harbor, FL 34684",28.058466,-82.738195
57,Ayr Cannabis Dispensary,150 E Merritt Island Causeway,Merritt Island,32952,Brevard,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"150 E Merritt Island Causeway, Merritt Island, FL 32952",28.35721113288773,-80.69709361770454
58,Ayr Cannabis Dispensary,1285 1st Street,Winter Haven,33880,Polk,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"1285 1st Street, Winter Haven, FL 33880",28.008088,-81.7272
59,Ayr Cannabis Dispensary,16810 S Hwy 441,Summerfield,34491,Marion,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"16810 S Hwy 441, Summerfield, FL 34491",28.976779,-81.983151
60,Ayr Cannabis Dispensary,513 Martin Luther King Jr. Street N,St. Petersburg,33701,Pinellas,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"513 Martin Luther King Jr. Street N, St. Petersburg, FL 33701",27.778,-82.6466
61,Ayr Cannabis Dispensary,10941 US Hwy 1,Port St. Lucie,34952,St. Lucie,833-254-4877,Info@libertyhealthsciences.com,Dispensing Authorization,MMTC-2015-0002,"10941 US Hwy 1, Port St. Lucie, FL 34952",27.26445,-80.28559
62,Cannabist,6110 W Atlantic Avenue,Delray Beach,33484,Palm Beach,800-714-9215,info@col-carefl.com,Dispensing Authorization,MMTC-2017-0011,"6110 W Atlantic Avenue, Delray Beach, FL 33484",26.454296047484107,-80.13938892102651
63,Cannabist,12079 SW 117th Avenue,Miami,33186,Miami-Dade,800-714-9215,info@col-carefl.com,Dispensing Authorization,MMTC-2017-0011,"12079 SW 117th Avenue, Miami, FL 33186",25.6557,-80.38354122222222
64,Cannabist,1415 W State Road 434,Longwood,32750,Seminole,800-714-9215,info@col-carefl.com,Dispensing Authorization,MMTC-2017-0011,"1415 W State Road 434, Longwood, FL 32750",28.697440789577712,-81.37645871887386
65,Cannabist,2118 W Brandon Boulevard,Brandon,33511,Hillsborough,800-714-9215,info@col-carefl.com,Dispensing Authorization,MMTC-2017-0011,"2118 W Brandon Boulevard, Brandon, FL 33511",27.937799091660626,-82.31875965335003
66,Cannabist,4545 14th Street W,Bradenton,34207,Manatee,800-714-9215,info@col-carefl.com,Dispensing Authorization,MMTC-2017-0011,"4545 14th Street W, Bradenton, FL 34207",27.458727457142857,-82.57526868571428
67,Cannabist,4203 SE Federal Highway,Stuart,34997,Martin,800-714-9215,info@col-carefl.com,Dispensing Authorization,MMTC-2017-0011,"4203 SE Federal Highway, Stuart, FL 34997",27.151980826086955,-80.21857949999999
68,Cannabist,8800 Terrene Court,Bonita Springs,34135,Lee,800-714-9215,info@col-carefl.com,Dispensing Authorization,MMTC-2017-0011,"8800 Terrene Court, Bonita Springs, FL 34135",26.3538,-81.807441
69,Cannabist,160 King Street,St. Augustine,32084,St. Johns,800-714-9215,info@col-carefl.com,Dispensing Authorization,MMTC-2017-0011,"160 King Street, St. Augustine, FL 32084",29.89146475,-81.32381984153326
70,Cannabist,21 Suntree Place,Melbourne,32803,Brevard,800-714-9215,info@col-carefl.com,Dispensing Authorization,MMTC-2017-0011,"21 Suntree Place, Melbourne, FL 32803",28.22742,-80.67975
71,Cannabist,10615 E Colonial Drive,Orlando,32803,Orange,800-714-9215,info@col-carefl.com,Dispensing Authorization,MMTC-2017-0011,"10615 E Colonial Drive, Orlando, FL 32803",28.56967,-81.23105
72,Cannabist,2126 Del Prado Boulevard S,Cape Coral,32216,Lee,800-714-9215,info@col-carefl.com,Dispensing Authorization,MMTC-2017-0011,"2126 Del Prado Boulevard S, Cape Coral, FL 32216",26.61361305128205,-81.94085688461539
73,Cannabist,4332 University Boulevard S,Jacksonville,32216,Duval,800-714-9215,info@col-carefl.com,Dispensing Authorization,MMTC-2017-0011,"4332 University Boulevard S, Jacksonville, FL 32216",30.2785261,-81.6033448
74,Cannabist,6979 S Tamiami Trail,Sarasota,34231,Sarasota,800-714-9215,info@col-carefl.com,Dispensing Authorization,MMTC-2017-0011,"6979 S Tamiami Trail, Sarasota, FL 34231",27.254990941901394,-82.51730545149215
75,Cannabist,318 NW 13th Street,Gainesville,32601,Alachua,800-714-9215,info@col-carefl.com,Dispensing Authorization,MMTC-2017-0011,"318 NW 13th Street, Gainesville, FL 32601",29.654206518796993,-82.33937130075188
76,Cookies,626 NW 13th Street,Gainesville,32601,Alachua,,,,,"626 NW 13th Street, Gainesville, FL 32601",29.656427102040816,-82.33933993877551
77,Cookies,1345 Lee Road,Orlando,32810,Orange,,,,,"1345 Lee Road, Orlando, FL 32810",28.605670685136282,-81.40065224673965
78,Cookies,8303 SW 40th Street,Miami,33155,Miami-Dade,,,,,"8303 SW 40th Street, Miami, FL 33155",25.73357095,-80.32960084662324
79,Curaleaf,300 Clematis Street,West Palm Beach,33401,Palm Beach,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"300 Clematis Street, West Palm Beach, FL 33401",26.713235,-80.05203
80,Curaleaf,7875 Glades Road,Boca Raton,33434,Palm Beach,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"7875 Glades Road, Boca Raton, FL 33434",26.368000235365407,-80.1678633203535
81,Curaleaf,19631 State Road 7,Boca Raton,33498,Palm Beach,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"19631 State Road 7, Boca Raton, FL 33498",26.384078736842103,-80.20368605263158
82,Curaleaf,1900 US Hwy 27 S,Clermont,34711,Lake,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"1900 US Hwy 27 S, Clermont, FL 34711",28.542607,-81.742127
83,Curaleaf,3540 Northlake Boulevard,West Palm Beach,33403,Palm Beach,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"3540 Northlake Boulevard, West Palm Beach, FL 33403",26.8098827,-80.1392823
84,Curaleaf,2121 W Tennessee Street,Tallahassee,32304,Leon,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"2121 W Tennessee Street, Tallahassee, FL 32304",30.4460542,-84.32039146823469
85,Curaleaf,550 Collins Avenue,Miami Beach,33139,Miami-Dade,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"550 Collins Avenue, Miami Beach, FL 33139",25.775095693877553,-80.13297687755102
86,Curaleaf,6600 International Drive,Orlando,32819,Orange,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"6600 International Drive, Orlando, FL 32819",28.4575684,-81.4703457
87,Curaleaf,9268 SE Maricamp Road,Ocala,34772,Marion,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"9268 SE Maricamp Road, Ocala, FL 34772",29.111984,-82.021461
88,Curaleaf,10612 Sheldon Road,Tampa,33626,Hillsborough,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"10612 Sheldon Road, Tampa, FL 33626",28.044879757650758,-82.58276231148017
89,Curaleaf,612 N Dale Mabry Highway,Tampa,33609,Hillsborough,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"612 N Dale Mabry Highway, Tampa, FL 33609",27.949521775510203,-82.50574751020407
90,Curaleaf,11311 University Boulevard,Orlando,32817,Orange,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"11311 University Boulevard, Orlando, FL 32817",28.597680000570502,-81.2239985745932
91,Curaleaf,4227 Manatee Avenue E,Bradenton,34208,Manatee,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"4227 Manatee Avenue E, Bradenton, FL 34208",27.493975,-82.551564
92,Curaleaf,1930 S McCall Road,Englewood,34223,Charlotte,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"1930 S McCall Road, Englewood, FL 34223",26.937660637689483,-82.33459668044362
93,Curaleaf,2900 Country Club Lane,Pembroke Park,33009,Broward,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"2900 Country Club Lane, Pembroke Park, FL 33009",25.98465,-80.167136
94,Curaleaf,6899 N University Drive,Tamarac,33321,Broward,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"6899 N University Drive, Tamarac, FL 33321",26.207451,-80.252442
95,Curaleaf,10289 Ulmerton Road,Largo,33771,Pinellas,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"10289 Ulmerton Road, Largo, FL 33771",27.89479992307692,-82.7809148076923
96,Curaleaf,13755 N Dale Mabry Highway,Tampa,33618,Hillsborough,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"13755 N Dale Mabry Highway, Tampa, FL 33618",28.07143,-82.50662
97,Curaleaf,12125 SW 152nd Street,Miami,33177,Miami-Dade,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"12125 SW 152nd Street, Miami, FL 33177",25.627072113636363,-80.38935465909091
98,Curaleaf,19416 Bruce B Downs Boulevard,Wesley Chapel,33647,Pasco,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"19416 Bruce B Downs Boulevard, Wesley Chapel, FL 33647",28.1497554,-82.3532347
99,Curaleaf,919 US Hwy 441,Lady Lake,32159,Lake,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"919 US Hwy 441, Lady Lake, FL 32159",28.936048,-81.938537
100,Curaleaf,1910 SE Federal Highway,Stuart,34994,Martin,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"1910 SE Federal Highway, Stuart, FL 34994",27.182238577364664,-80.24126589722816
101,Curaleaf,4287 Mariner Boulevard,Spring Hill,34609,Hernando,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"4287 Mariner Boulevard, Spring Hill, FL 34609",28.49407,-82.53915
102,Curaleaf,6835 Okeechobee Boulevard,West Palm Beach,33411,Palm Beach,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"6835 Okeechobee Boulevard, West Palm Beach, FL 33411",26.707920363230546,-80.15120952997209
103,Curaleaf,2605 Cortez Road W,Bradenton,34207,Manatee,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"2605 Cortez Road W, Bradenton, FL 34207",27.462276086410455,-82.5877682451654
104,Curaleaf,5935 4th Street N,St. Petersburg,33703,Pinellas,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"5935 4th Street N, St. Petersburg, FL 33703",27.825487387755103,-82.63856355102041
105,Curaleaf,9760 San Jose Boulevard,Jacksonville,32257,Duval,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"9760 San Jose Boulevard, Jacksonville, FL 32257",30.2005641,-81.6197435
106,Curaleaf,846 E Brandon Boulevard,Brandon,33511,Hillsborough,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"846 E Brandon Boulevard, Brandon, FL 33511",27.937786836734695,-82.27227577551021
107,Curaleaf,3630 W Gandy Boulevard,Tampa,33611,Hillsborough,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"3630 W Gandy Boulevard, Tampa, FL 33611",27.89377381818182,-82.50481516666666
108,Curaleaf,2082 Gulf to Bay Boulevard,Clearwater,33765,Pinellas,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"2082 Gulf to Bay Boulevard, Clearwater, FL 33765",27.96063282521757,-82.75113513081625
109,Curaleaf,749 W 23rd Street,Panama City,32405,Bay,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"749 W 23rd Street, Panama City, FL 32405",30.189066,-85.6721229
110,Curaleaf,5090 N 9th Avenue,Pensacola,32504,Escambia,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"5090 N 9th Avenue, Pensacola, FL 32504",30.4734628,-87.21142211685545
111,Curaleaf,1435 S Tamiami Trail,Sarasota,34239,Sarasota,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"1435 S Tamiami Trail, Sarasota, FL 34239",27.320672428571427,-82.52960891836734
112,Curaleaf,3631 NW Federal Highway,Jensen Beach,34957,Martin,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"3631 NW Federal Highway, Jensen Beach, FL 34957",27.24967,-80.27465
113,Curaleaf,1994 Kings Highway,Port Charlotte,33980,Charlotte,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"1994 Kings Highway, Port Charlotte, FL 33980",27.003168671144483,-82.05577101971828
114,Curaleaf,610 Lake Minnie Drive,Sanford,32771,Seminole,877-303-0741,info.fl@curaleaf.com,Dispensing Authorization,MMTC-2015-0001,"610 Lake Minnie Drive, Sanford, FL 32771",28.751165,-81.290915
